"","Sub_Transect_Number","Survey_Date","Year","Latitude_DD","Longitude_DD","Transect_Location","Watermass_Strata","Depth_Strata","Depth_Continuous","Substrate_Type","Ledge","Boulder","Cobble","Gravel","Mud","Bottom_Salinity_HYCOM","Bottom_Temperature_HYCOM","Bottom_Velocity_HYCOM","Bottom_Direction_HYCOM","Shannon.Weiner_Diversity","Assemblage_Density_per_100sqm","Assemblage_Biomass_kg_per_100sqm","Economic_Value_per_100sqm","Demersal_Fish_Density_per_100sqm","Mobile_Benthic_Invertebrate_Density_per_100sqm","Sessile_Invertebrate_Density_per_100sqm","Radiated_Shanny","Red_Hake","White_Hake","Cunner","Alligatorfish","Atlantic_Cod","Witch_Flounder","Snakeblenny","Silver_Hake","American_Plaice","Longhorn_Sculpin","Shorthorn_Sculpin","Pollock","Acadian_Redfish","Green_Sea_Urchin","Northern_Seastar","Blood_Star","American_Lobster","Jonah_Crab","Atlantic_Rock_Crab","Common_Sand_Dollar","Northern_Shrimp","Giant_Sea_Scallop","Sea_Potato","Pacific_Orange_Crust","Northern_Cerianthid","Boring_Sponge","White_Crust_Tunicate","Breadcrumb_Sponge","Finger_Sponge","Hydroid_sp","Iophon_Sponge","Palmate_Sponge","Clonal_Plumose_Anemone","Red_Beard_Sponge","Northern_Horse_Mussel","Sabellid_Worm","Polymastia_Sponge","Porifera_sp","Fig_Sponge","Northern_Lampshell","Tunicate_sp","Northern_Red_Anemone","Region","Segment_Area_sqm"
"55",865,"7/16/2013 0:00",2013,43.672166,-70.005959,"100 ft off Drunken Ledge","WMCC",30,38,"gravel",0,0,0,1,0,32.3069992,7.169000149,0.009434,328,0.198515,234.1115952,16.3106525,409.9310357,0,11.7055798,222.4060154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7055798,0,0,222.4060154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",17.0858688
"56",1229,"8/19/2013 0:00",2013,43.76755,-69.3263,"Monhegan Cable Route","WMCC",30,29,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0,11.5940567,16.1552553,406.025482,0,11.5940567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5940567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",17.25021754
"57",613.5,"8/30/2012 0:00",2012,44.637133,-67.247,"Little Machias Bay","EMCC",30,21,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0,11.5013514,16.0260791,402.7789317,0,11.5013514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5013514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",26.08389122
"58",1070,"7/16/2013 0:00",2013,43.679078,-70.065297,"100 ft off Jewel Island","WMCC",30,28,"ledge",1,0,0,0,0,32.3059998,7.084000111,0.0090554,354,0.297445,237.649909,15.4467052,387.1349497,0,16.5802262,221.0696828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5267421,0,0,0,11.0534841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0696828,0,0,"Casco Bay",18.0938424
"59",976,"7/10/2013 0:00",2013,43.853191,-69.334521,"Little Egg 3","WMCC",30,35,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,1.333074,107.5967432,15.0361203,376.8446153,0,16.1395115,91.4572317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3798372,0,0,0,10.7596743,0,0,16.1395115,0,21.5193486,0,0,0,0,0,0,0,53.7983716,0,0,0,0,0,0,0,"Midcoast",18.5879232
"60",1044,"7/16/2013 0:00",2013,43.679685,-70.067588,"100 ft off Jewel Island","WMCC",30,31,"gravel",0,0,0,1,0,32.3059998,7.084000111,0.0090554,354,1.078992,37.3976213,14.9750137,374.2694984,0,21.3700694,16.027552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6850347,0,0,0,10.6850347,0,0,0,0,16.027552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",18.717768
"61",589,"8/30/2012 0:00",2012,44.629883,-67.248341,"Cape Washington","EMCC",30,26,"cobble",0,0,1,0,0,32.9770012,8.265999794,0.003,180,0.950271,16.9939363,16.2187732,372.8102458,0,16.9939364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3987873,0,3.3987873,0,0,10.1963618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",29.42225928
"62",206.7,"8/22/2011 0:00",2011,43.780226,-69.314193,"Eastern Duck","WMCC",30,28,"gravel",0,0,0,1,0,32.0169983,6.171000004,0.003,90,0.898205,20.8609146,14.5772923,365.3669783,0,19.3708493,1.4900653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.940392,10.4304573,0,0,1.4900653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",67.11115157
"63",1023,"7/16/2013 0:00",2013,43.679379,-70.066257,"100 ft off Jewel Island","WMCC",30,29,"cobble",0,0,1,0,0,32.3059998,7.084000111,0.0090554,354,0.636514,15.5105342,14.4501436,362.1585013,0,15.5105342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1701781,0,0,0,10.3403561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",19.3416936
"64",1126,"7/16/2013 0:00",2013,43.679146,-70.065522,"100 ft off Jewel Island","WMCC",30,29,"mud",0,0,0,0,1,32.3059998,7.084000111,0.0090554,354,0.59827,36.1912465,14.4083385,362.1207138,0,10.3403561,25.8508903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3403561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8508903,0,0,"Casco Bay",19.3416936
"65",836,"7/10/2013 0:00",2013,43.84804,-69.33404,"Little Egg 3","WMCC",30,31,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0,10.2154341,14.2342711,357.7459271,0,10.2154341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2154341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",19.5782184
"66",1606,"8/19/2013 0:00",2013,43.767177,-69.323414,"Monhegan Cable Route","WMCC",30,28,"mud",0,0,0,0,1,32.7509995,6.390999794,0.0322025,64,0.950271,16.1346696,15.3938806,353.955433,0,16.1346695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2269339,3.2269339,0,0,0,9.6808017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",30.98916888
"67",521.5,"8/30/2012 0:00",2012,44.716008,-67.104015,"Light Bulb Cove","EMCC",30,18,"ledge",1,0,0,0,0,32.9770012,8.265999794,0.003,180,0.165419,736.6949237,64.8521302,351.7379334,25.6560421,711.0388815,0,0,0,0,3.6651489,0,0,0,0,0,0,0,0,21.9908932,0,711.0388815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",27.28402132
"68",1066,"7/16/2013 0:00",2013,43.679004,-70.064873,"100 ft off Jewel Island","WMCC",30,27,"ledge",1,0,0,0,0,32.3059998,7.084000111,0.0090554,354,0.482963,280.4821601,14.6859287,350.8776548,5.00861,20.03444,255.43911,0,0,0,5.00861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01722,0,0,0,10.01722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.4305,0,5.00861,"Casco Bay",19.9656192
"69",667.5,"9/2/2012 0:00",2012,44.230453,-68.186515,"100ft off MDI","EMCC",30,31,"ledge",1,0,0,0,0,32.6599998,8.829000473,0.0116619,31,1.181656,1053.331354,18.995103,349.4190539,0,686.9552307,366.376123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.3215804,4.163365,12.4900951,12.4900951,0,0,0,8.3267301,0,0,0,0,249.8019021,4.163365,0,0,0,74.9405706,0,16.6534601,20.8168252,0,0,0,0,0,0,0,"MDI",24.01903248
"70",364,"6/21/2012 0:00",2012,43.862603,-69.541194,"John's Bay","WMCC",30,19,"ledge",1,0,0,0,0,31.7530003,13.97700024,0,180,1.043959,98.4709649,15.9282759,348.8918988,7.7232129,21.2388356,69.5089164,0,0,0,7.7232129,0,0,0,0,0,0,0,0,0,0,3.8616065,0,0,1.9308032,5.7924097,0,0,0,9.6540162,0,0,0,0,0,0,0,0,0,0,0,0,69.5089164,0,0,0,0,0,0,0,"Midcoast",51.79191657
"71",207.8,"8/22/2011 0:00",2011,43.767768,-69.326263,"Barrel 3","WMCC",30,28,"gravel",0,0,0,1,0,31.8880005,6.40899992,0.0092195,103,1.06709,19.8331379,15.7541351,340.7386868,0,19.8331379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4090376,5.4090376,0,0,0,9.0150627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",55.46273144
"72",653,"9/2/2012 0:00",2012,44.235686,-68.21116,"100ft Soft MDI","EMCC",30,24,"gravel",0,0,0,1,0,32.3009987,12.96000004,0.007,360,1.357978,76.902599,17.3242509,327.6655958,0,31.8217651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.607255,7.9554413,0,5.3036275,0,7.9554413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",37.71003888
"73",826,"7/10/2013 0:00",2013,43.869823,-69.331575,"Alan Island","WMCC",30,26,"cobble",0,0,1,0,0,32.3470001,7.326000214,0.0140357,274,1.167724,87.5792566,14.1174139,311.4277334,0,33.3635264,54.2157303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5113224,4.1704408,8.3408816,0,0,0,8.3408816,0,0,0,0,54.2157303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",23.97828072
"74",1304,"8/20/2013 0:00",2013,43.770785,-69.322131,"Jimmys Hub","WMCC",30,30,"gravel",0,0,0,1,0,32.7680016,6.447000027,0.0322025,64,0.859779,678.5344487,10.9939019,276.3066399,0,7.8899355,670.6445133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8899355,0,0,23.6698064,0,0,0,0,0,0,0,0,0,493.1209656,0,0,0,35.5047095,118.3490318,0,0,"Midcoast",25.34874984
"75",218.8,"8/22/2011 0:00",2011,43.771357,-69.319397,"Barrel 3","WMCC",30,31,"mud",0,0,0,0,1,32.0169983,6.171000004,0.003,90,1.153742,13.177832,11.8444209,272.4196479,1.8825474,11.2952845,0,0,0,0,1.8825474,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8825474,1.8825474,0,0,0,7.5301897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",53.11951155
"76",840,"7/10/2013 0:00",2013,43.860939,-69.330053,"Alan Island","WMCC",30,23,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0.443757,115.2742192,13.3957672,268.7941135,0,13.5616728,101.7125463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7808364,0,0,0,0,6.7808364,0,0,0,0,0,0,0,0,0,0,0,0,101.7125463,0,0,0,0,0,0,0,"Midcoast",14.7474432
"77",1246,"8/19/2013 0:00",2013,43.76787,-69.32483,"Monhegan Cable Route","WMCC",30,27,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0,7.4800366,10.4227454,261.9519239,0,7.4800366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4800366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",26.73783719
"78",606.5,"8/30/2012 0:00",2012,44.636967,-67.250367,"Little Machias Bay","EMCC",30,19,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0.636514,10.522513,11.816577,261.8716725,0,10.522513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5075043,0,0,0,0,7.0150087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",28.5102997
"79",1249,"8/19/2013 0:00",2013,43.76798,-69.324544,"Monhegan Cable Route","WMCC",30,28,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,1.05492,16.5629381,11.2134839,247.3675343,0,16.562938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3125876,6.6251752,0,0,0,6.6251752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",30.1878807
"80",208.6,"8/22/2011 0:00",2011,43.771123,-69.319804,"Barrel 3","WMCC",30,29,"gravel",0,0,0,1,0,32.0169983,6.171000004,0.003,90,0.693147,12.4773493,12.3247086,247.3026793,0,12.4773492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2386746,0,0,0,0,6.2386746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",48.08713677
"81",614.5,"8/30/2012 0:00",2012,44.637017,-67.246167,"Little Machias Bay","EMCC",30,22,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0,7.0150087,9.7747716,245.6665825,0,7.0150087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0150087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",28.5102997
"82",1128,"7/16/2013 0:00",2013,43.679211,-70.065693,"100 ft off Jewel Island","WMCC",30,29,"mud",0,0,0,0,1,32.3059998,7.084000111,0.0090554,354,1.098612,18.4933292,12.2279063,244.4051758,0,18.4933293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1644431,6.1644431,0,0,0,6.1644431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",16.2220656
"83",221.7,"8/22/2011 0:00",2011,43.773002,-69.316032,"Barrel 3","WMCC",30,27,"mud",0,0,0,0,1,32.0169983,6.171000004,0.003,90,1.494175,16.8321888,11.5414244,240.516152,2.1040236,14.7281652,0,0,0,0,2.1040236,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2080472,2.1040236,2.1040236,0,0,6.3120708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",47.52798402
"84",977,"7/10/2013 0:00",2013,43.853352,-69.334735,"Little Egg 3","WMCC",30,34,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,1.332179,30.1270881,11.9635624,238.9034858,0,24.1016704,6.0254176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0254176,0,12.0508352,0,0,6.0254176,0,0,0,0,0,0,0,0,0,0,6.0254176,0,0,0,0,0,0,0,0,0,"Midcoast",16.59636
"85",1045,"7/16/2013 0:00",2013,43.675461,-70.062725,"100 ft off Jewel Island","WMCC",30,31,"gravel",0,0,0,1,0,32.3059998,7.084000111,0.0090554,354,1.039721,23.7445215,11.8230193,235.3965179,0,23.7445215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9361304,11.8722607,0,0,0,5.9361304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",16.8459912
"86",579.5,"8/30/2012 0:00",2012,44.628467,-67.245404,"Cape Washington","EMCC",30,24,"cobble",0,0,1,0,0,32.9770012,8.265999794,0.003,180,0.562335,8.9471105,9.3502338,234.9967936,0,6.7103329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7103329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",44.70717102
"87",975,"7/10/2013 0:00",2013,43.853095,-69.334263,"Little Egg 3","WMCC",30,35,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,1.56071,99.8397687,13.492245,232.6235204,0,31.528348,63.056696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2547247,10.5094493,0,10.5094493,0,0,5.2547247,0,0,0,0,0,10.5094493,0,0,0,0,0,0,47.292522,5.2547247,0,0,0,0,0,0,"Midcoast",19.0304928
"88",869,"7/16/2013 0:00",2013,43.675248,-70.01514,"100 ft off Drunken Ledge","WMCC",30,27,"gravel",0,0,0,1,0,32.3069992,7.169000149,0.009434,328,1.393068,179.7752267,21.8368695,229.8818253,81.1888121,11.5984018,81.1888121,0,0,0,81.1888121,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7992009,0,0,0,0,5.7992009,0,0,0,0,0,17.3976026,0,0,0,0,0,0,0,0,0,0,5.7992009,57.9920086,0,0,"Casco Bay",17.2437552
"89",1288,"8/19/2013 0:00",2013,43.766754,-69.320696,"Monhegan Cable Route","WMCC",30,18,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0.37677,26.1235863,17.8563924,219.963789,0,26.1235863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.858138,0,0,0,0,3.2654483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",30.62366673
"90",876,"7/16/2013 0:00",2013,43.67511,-70.017472,"100 ft off Drunken Ledge","WMCC",30,34,"gravel",0,0,0,1,0,32.3069992,7.169000149,0.009434,328,0.848686,54.8024481,10.041741,213.2432641,12.1783218,6.0891609,36.5349654,0,0,0,12.1783218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0891609,0,0,36.5349654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",16.422624
"91",883,"7/10/2013 0:00",2013,43.860972,-69.330098,"Alan Island","WMCC",30,21,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0.428368,204.9319452,8.3986436,211.0807442,0,6.0274102,198.9045351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0274102,0,0,0,0,0,18.0822305,0,0,0,0,0,0,180.8223046,0,0,0,0,0,0,0,"Midcoast",16.5908736
"92",817,"7/16/2013 0:00",2013,43.674925,-70.016147,"100 ft off Drunken Ledge","WMCC",30,26,"boulder",0,1,0,0,0,32.3069992,7.169000149,0.009434,328,1.21489,47.6543027,12.4912342,209.8921014,15.8847676,10.589845,21.1796901,0,0,0,15.8847676,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2949225,0,0,0,0,5.2949225,0,0,0,0,0,21.1796901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",18.8860176
"93",838,"7/10/2013 0:00",2013,43.848245,-69.334487,"Little Egg 3","WMCC",30,32,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,1.098612,17.5765557,8.9128538,205.1778112,5.8588519,11.7177038,0,0,0,0,5.8588519,0,0,0,0,0,0,0,0,0,0,0,5.8588519,0,0,0,0,0,0,5.8588519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",17.0681904
"94",866,"7/16/2013 0:00",2013,43.672106,-70.00593,"100 ft off Drunken Ledge","WMCC",30,37,"gravel",0,0,0,1,0,32.3069992,7.169000149,0.009434,328,0.114665,239.9643851,8.1553262,204.9655179,0,5.8527899,234.1115952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8527899,0,0,234.1115952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",17.0858688
"95",852,"7/16/2013 0:00",2013,43.673088,-70.006508,"100 ft off Drunken Ledge","WMCC",30,38,"gravel",0,0,0,1,0,32.3069992,7.169000149,0.009434,328,0.693147,11.1966415,8.5165174,196.0539736,5.5983208,5.5983208,0,0,0,0,5.5983208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5983208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",17.8624992
"96",1241,"8/19/2013 0:00",2013,43.767515,-69.325025,"Monhegan Cable Route","WMCC",30,27,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0.562335,15.9918023,12.5526965,195.4218181,0,15.9918023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9938517,0,0,0,0,3.9979506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",25.01281544
"97",1042,"7/16/2013 0:00",2013,43.679627,-70.067391,"100 ft off Jewel Island","WMCC",30,31,"gravel",0,0,0,1,0,32.3059998,7.084000111,0.0090554,354,0.693147,11.0534841,7.7010085,193.5472781,0,5.5267421,5.5267421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5267421,0,0,0,0,5.5267421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",18.0938424
"98",612.5,"8/30/2012 0:00",2012,44.637207,-67.2474,"Little Machias Bay","EMCC",30,20,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0.693147,9.6972179,9.5785878,192.2001153,0,9.6972178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8486089,0,0,0,0,4.8486089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",41.24894425
"99",1129,"7/16/2013 0:00",2013,43.679265,-70.065795,"100 ft off Jewel Island","WMCC",30,29,"mud",0,0,0,0,1,32.3059998,7.084000111,0.0090554,354,0.693147,10.6850347,7.4875068,187.1347492,0,10.6850346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3425173,0,0,0,5.3425173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",18.717768
"100",615,"8/30/2012 0:00",2012,44.636983,-67.246017,"Little Machias Bay","EMCC",30,22,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0.636514,12.6809772,10.8112009,187.088286,0,12.6809772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4539848,0,0,0,0,4.2269924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",23.65748273
"101",1250,"8/19/2013 0:00",2013,43.76796,-69.324343,"Monhegan Cable Route","WMCC",30,28,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0.950271,8.5250417,8.1336326,187.0186933,0,8.5250416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7050083,1.7050083,0,0,0,5.115025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",58.65073965
"102",1055,"7/16/2013 0:00",2013,43.67897,-70.063259,"100 ft off Jewel Island","WMCC",30,19,"ledge",1,0,0,0,0,32.3059998,7.084000111,0.0090554,354,1.319769,485.540546,19.6729588,186.9669822,80.13776,37.711887,367.6908988,0,0,0,80.13776,0,0,0,0,0,0,0,0,0,0,0,0,14.1419576,4.7139859,14.1419576,0,0,0,4.7139859,0,0,0,0,0,155.5615341,0,0,0,0,0,0,212.1293647,0,0,0,0,0,0,0,"Casco Bay",21.2134704
"103",605,"8/30/2012 0:00",2012,44.636844,-67.251144,"Little Machias Bay","EMCC",30,19,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0.636514,9.991073,8.4148351,186.4843729,0,7.4933047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4977682,0,0,0,0,4.9955365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",40.03574001
"104",365,"6/21/2012 0:00",2012,43.862942,-69.541547,"John's Bay","WMCC",30,17,"ledge",1,0,0,0,0,31.7530003,13.97700024,0,180,1.235077,62.3514165,11.9811893,181.7036258,6.2351417,56.1162749,0,0,0,0,6.2351417,0,0,0,0,0,0,0,0,0,0,35.3324694,0,0,4.1567611,0,12.4702833,0,0,4.1567611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",48.11438403
"105",1067,"7/16/2013 0:00",2013,43.67902,-70.064986,"100 ft off Jewel Island","WMCC",30,27,"ledge",1,0,0,0,0,32.3059998,7.084000111,0.0090554,354,0.292782,548.0388749,8.6165297,181.1359319,10.3403561,15.5105342,522.1879846,0,0,0,10.3403561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3403561,0,0,0,5.1701781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.0178065,0,5.1701781,"Casco Bay",19.3416936
"106",206.6,"8/22/2011 0:00",2011,43.780097,-69.314646,"Eastern Duck","WMCC",30,29,"gravel",0,0,0,1,0,32.0169983,6.171000004,0.003,90,1.418484,15.9282845,7.6294187,174.7787094,0,14.3354562,1.5928285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5928285,1.5928285,0,0,6.3713138,4.7784854,0,0,1.5928285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",62.78139986
"107",581,"8/30/2012 0:00",2012,44.628467,-67.24505,"Cape Washington","EMCC",30,26,"cobble",0,0,1,0,0,32.9770012,8.265999794,0.003,180,0,4.9395506,6.882811,172.9837508,0,4.9395506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9395506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",40.48951338
"108",843,"7/10/2013 0:00",2013,43.862461,-69.329219,"Alan Island","WMCC",30,28,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,1.073543,38.2626431,6.8578012,167.6701693,0,28.6969823,9.5656608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9141519,0,0,0,4.7828304,0,0,4.7828304,0,0,4.7828304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",20.90812176
"109",615.5,"8/30/2012 0:00",2012,44.636962,-67.245824,"Little Machias Bay","EMCC",30,21,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0.636514,7.0651159,6.5748158,164.9581877,0,7.0651159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7100773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",42.4621485
"110",609.5,"8/30/2012 0:00",2012,44.637217,-67.248683,"Little Machias Bay","EMCC",30,21,"mud",0,0,0,0,1,32.9770012,8.265999794,0.003,180,0.693147,8.2426352,8.1417996,163.370098,0,8.2426352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1213176,0,0,0,0,4.1213176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",24.26408485
"111",212.1,"8/22/2011 0:00",2011,43.769764,-69.322647,"Barrel 3","WMCC",30,22,"ledge",1,0,0,0,0,31.8880005,6.40899992,0.0092195,103,0.524855,171.1498766,10.4385516,161.343639,13.4612263,9.6151616,148.0734888,0,0,0,13.4612263,0,0,0,0,0,0,0,0,0,0,0,0,0,5.769097,0,0,0,0,3.8460646,0,0,0,0,0,0,0,0,0,0,0,0,148.0734888,0,0,0,0,0,0,0,"Midcoast",52.00120604
